Title,Year,Season,AverageSales,Rerelease,Total,Gross,Studio,Source
Inu x Boku SS,2012,Winter,10890,1865,12755,439.0,David Production,manga
Inugami-san to Nekoyama-san,2014,Spring,1360,0,1360,8.8,Seven,manga
Inukami!,2006,Spring,3744,230,3974,225.7,Seven Arcs,novel
Inuyashiki,2017,Fall,155,0,155,2.6,MAPPA,manga
Irozuku Sekai no Ashita kara,2018,Fall,1817,0,1817,76.3,PA Works,original
Isekai Maou to Shoukan Shoujo no Dorei Majutsu,2018,Summer,1636,0,1636,68.7,Ajia-Do,novel
Isekai Quartet,2019,Spring,1559,0,1559,14.0,Studio PuYUKAI,original
Isekai Shokudou,2017,Summer,1755,0,1755,67.5,Silver Link,novel
Isekai wa Smartphone to Tomo ni.,2017,Summer,1418,0,1418,40.2,Production Reed,novel
Island,2018,Summer,376,0,376,3.5,Feel,visual novel
Isshukan Friends.,2014,Spring,3966,359,4325,157.9,Brains Base,manga
Isuca,2015,Winter,857,0,857,31.6,Arms,manga
Itazura na Kiss,2008,Spring,1107,0,1107,45.4,TMS Entertainment,manga
Itou Junji Collection,2018,Winter,260,0,260,2.9,Studio Deen,manga
Itsudatte Bokura no Koi wa 10 cm Datta.,2017,Fall,3153,0,3153,46.9,Lay-duce,other (songs)
Itsuka Tenma no Kuro Usagi,2011,Summer,1030,0,1030,31.3,Zexcs,novel
Ixion Saga DT,2012,Fall,2334,128,2462,117.4,Brains Base,game
Izumo: Takeki Tsurugi no Senki,2005,Spring,0,0,0,0.0,Trinet Entertainment,original
Jashin-chan Dropkick,2018,Summer,615,0,615,11.7,Nomad,manga
Jigoku Shoujo,2005,Fall,3253,0,3253,153.7,Studio Deen,original
Jigoku Shoujo Futakomori,2006,Fall,2375,0,2375,99.2,Studio Deen,original
Jigoku Shoujo Mitsuganae,2008,Fall,1461,0,1461,71.5,Studio Deen,original
Jigoku Shoujo: Yoi no Togi,2017,Summer,861,0,861,10.8,Studio Deen,original
Jikan no Shihaisha,2017,Summer,0,0,0,0.0,Project No.9,manga
Jinki:Extend,2005,Winter,1992,0,1992,63.6,Feel,manga
Jinrui wa Suitai Shimashita,2012,Summer,5179,1660,6839,207.3,AIC ASTA,novel
Jinsei,2014,Summer,1353,0,1353,40.8,Feel,novel
Jinzou Ningen Kikkaider,2000,Fall,3045,0,3045,79.7,Studio OX,original
Jitsu wa Watashi wa,2015,Summer,182,0,182,7.2,TMS Entertainment,manga
Jojo no Kimyou na Bouken,2012,Fall,20022,1599,21621,1247.6,David Production,manga
Jojo no Kimyou na Bouken Diamond wa Kudakenai,2016,Spring,8993,0,8993,741.3,David Production,manga
Jojo no Kimyou na Bouken Ougon no Kaze,2018,Fall,5084,0,5084,298.9,David Production,manga
Jojo no Kimyou na Bouken Stardust Crusaders,2014,Spring,12420,1685,14105,650.4,David Production,manga
Jojo no Kimyou na Bouken Stardust Crusaders Egypt-hen,2015,Winter,10040,1741,11781,529.1,David Production,manga
Joker Game,2016,Spring,8794,0,8794,311.3,Production IG,novel
Jormungand,2012,Spring,3947,1895,5842,142.6,White Fox,manga
Jormungand Perfect Order,2012,Fall,3244,1895,5139,117.0,White Fox,manga
Joshikousei Girl's High,2006,Spring,1320,0,1320,15.8,Arms,manga
Joshiraku,2012,Summer,4417,1601,6018,181.5,JC Staff,manga
Joukamachi no Dandelion,2015,Summer,1842,315,2157,71.4,Production IMS,manga
Jungle wa Itsumo Hare Nochi Guu,2001,Spring,0,599,599,0.0,Shin-Ei Animation,manga
Junjou Romantica,2008,Spring,9574,1812,11386,379.1,Studio Deen,manga
Junjou Romantica 2,2008,Fall,7104,1745,8849,280.7,Studio Deen,manga
Junjou Romantica 3,2015,Summer,2359,0,2359,99.9,Studio Deen,manga
Junketsu no Maria,2015,Winter,510,0,510,21.4,Production IG,manga
Just Because!,2017,Fall,1947,0,1947,77.4,Pine Jam,original
Juubei-chan Siberia Yagyuu no Gyakushuu,2004,Winter,2612,0,2612,59.7,Madhouse,original
Juuni Kokuki,2002,Spring,3408,1322,4731,255.2,Studio Pierrot,novel
Juuni Taisen,2017,Fall,1334,139,1473,45.8,Graphinica,novel
Juuou Mujin no Fafnir,2015,Winter,882,0,882,34.2,Diomedia,novel
Juuousei,2006,Spring,6475,0,6475,147.6,Bones,manga
Juushin Enbu -Hero Tales-,2007,Fall,803,0,803,41.9,Studio Flag,manga
Juushinki Pandora,2018,Spring,155,0,155,3.1,Satelight,original
Juusou Kikou Dancougar Nova,2007,Winter,1080,0,1080,25.0,Production Reed,original
K,2012,Fall,8067,2747,10814,308.9,GoHands,original
K Return of Kings,2015,Fall,3954,0,3954,197.3,GoHands,original
K-ON!,2009,Spring,43878,14088,57966,2198.9,Kyoto Animation,manga
K-ON!!,2010,Spring,39519,10387,49906,2759.5,Kyoto Animation,manga
Kabukibu!,2017,Spring,356,0,356,6.3,Studio Deen,novel
Kage Kara Mamoru!,2006,Winter,920,0,920,20.2,Group TAC,novel
Kagewani,2015,Fall,1332,0,1332,2.4,Tomovies,original
Kagewani Shou,2016,Spring,0,0,0,0.0,Tomovies,original
Kagihime Monogatari Eikyuu Alice Rondo,2006,Winter,527,0,527,3.6,Picture Magic,manga
Kaguya-sama wa Kokurasetai: Tensai-tachi no Renai Zunousen,2019,Winter,5002,0,5002,137.5,A1 Pictures,manga
Kaiba,2008,Spring,0,0,0,0.0,Madhouse,original
Kaibutsu Oujo,2007,Spring,1445,0,1445,81.9,Madhouse,manga
Kaichou wa Maid-sama!,2010,Spring,1770,251,2021,88.7,JC Staff,manga
Kaiji: Gyakkyou Burai Kaiji: Hakairoku Hen,2011,Spring,0,0,0,0.0,Madhouse,manga
Kaiji: Tobaku Mokushiroku Kaiji,2007,Fall,425,0,425,2.0,Madhouse,manga
Kaijuu Girls: Ultra Kaijuu Gijinka Keikaku,2016,Fall,949,0,949,6.2,Studio Puyaki,original
Kaijuu Girls: Ultra Kaijuu Gijinka Keikaku Season 2,2018,Winter,379,0,379,2.4,Studio Puyaki,original
Kaitou Tenshi Twin Angel Kyun Kyun Tokimeki Paradise!!,2011,Summer,1098,0,1098,39.2,JC Staff,pachinko
Kakegurui,2017,Summer,704,0,704,21.5,MAPPA,manga
Kakegurui××,2019,Winter,368,0,368,14.0,MAPPA,original
Kakumeiki Valvrave,2013,Spring,6044,0,6044,245.3,Sunrise,original
Kakumeiki Valvrave 2nd season,2013,Fall,4390,0,4390,178.6,Sunrise,original
Kakuriyo no Yadomeshi,2018,Spring,655,0,655,27.6,Gonzo,novel
Kakutou Bijin Wulong,2005,Fall,0,0,0,0.0,TMS Entertainment,manga
Kakyuusei 2: Hitomi no Naka no Shoujotachi,2004,Fall,1781,0,1781,60.6,Arms,visual novel
Kaleido Star,2003,Spring,1984,4069,6053,234.7,Gonzo,original
Kamen no Maid Guy,2008,Spring,2732,0,2732,90.2,Madhouse,manga
Kami Nomi zo Shiru Sekai,2010,Fall,3067,2338,5405,122.5,Manglobe,manga
Kami Nomi zo Shiru Sekai II,2011,Spring,2146,2338,4484,87.6,Manglobe,manga
Kami Nomi zo Shiru Sekai Megami-hen,2013,Summer,1978,350,2328,73.3,Manglobe,manga
Kami-sama Dolls,2011,Summer,2273,0,2273,71.7,Brains Base,manga
Kami-sama Hajimemashita,2012,Fall,3101,663,3764,110.1,TMS Entertainment,manga
Kami-sama Hajimemashita ◎,2015,Winter,1693,0,1693,55.9,TMS Entertainment,manga
Kami-sama Kazoku,2006,Spring,575,0,575,4.0,Toei Animation,novel
Kami-sama no Inai Nichiyoubi,2013,Summer,563,0,563,20.0,Madhouse,novel
Kami-sama no Memo-chou,2011,Summer,1252,245,1497,47.4,JC Staff,novel
Kamichama Karin,2007,Spring,474,0,474,1.8,Satelight,manga
Kamichu!,2005,Spring,6648,5689,12337,265.9,Brains Base,original
Kamigami no Asobi,2014,Spring,4396,0,4396,163.5,Brains Base,visual novel
